Year,Month,Ocean,Temperature,Salinity,Depth_m
2023,Sep,Pacific,27.08,36.73,0
2020,Oct,Atlantic,23.77,30.16,200
2018,May,Indian,19.43,33.54,100
2023,Feb,Pacific,23.13,34.87,200
2020,Sep,Pacific,28.78,32.03,10
2020,Aug,Indian,21.45,32.74,0
2018,Aug,Pacific,22.19,32.66,10
2022,Jan,Indian,10.26,33.66,10
2020,Apr,Atlantic,14.41,33.43,0
2021,Jul,Pacific,28.85,30.45,0
2020,Jun,Indian,26.61,32.15,200
2020,Dec,Atlantic,4.49,32.81,200
2018,Sep,Atlantic,2.86,31.47,50
2018,Aug,Pacific,13.63,34.32,200
2023,Sep,Atlantic,5.31,34.6,100
2021,Apr,Indian,28.82,33.09,100
2019,Aug,Pacific,22.62,32.14,100
2018,Dec,Pacific,25.17,33.47,100
2019,Jun,Pacific,19.71,34.97,100
2021,Sep,Indian,23.69,32.84,10
2020,Oct,Pacific,6.79,31.44,100
2023,Jan,Atlantic,29.62,34.58,100
2020,Jun,Atlantic,17.74,33.6,50
2023,Oct,Atlantic,10.16,34.7,50
2019,Oct,Atlantic,29.61,30.82,10
2021,Feb,Indian,0.62,33.01,10
2021,Dec,Indian,20.71,31.03,0
2018,Mar,Indian,24.84,31.6,50
2019,Sep,Indian,2.6,34.47,10
2023,May,Pacific,24.35,34.69,200
2018,May,Pacific,21.14,33.87,0
2019,Jan,Atlantic,9.03,36.95,0
2018,Oct,Pacific,3.46,31.49,50
2018,Dec,Indian,23.23,31.94,100
2021,Dec,Pacific,27.64,30.19,200
2021,Feb,Indian,12.9,35.91,10
2020,Sep,Indian,17.15,34.2,50
2020,Jul,Indian,12.02,32.96,200
2021,Apr,Atlantic,22.87,31.56,50
2021,Jul,Pacific,25.83,33.63,100
2018,Oct,Indian,18.33,32.34,50
2020,Dec,Atlantic,14.61,31.79,50
2021,Feb,Atlantic,21.23,36.41,0
2019,Dec,Pacific,12.76,36.32,0
2019,May,Pacific,18.51,33.45,0
2020,Dec,Atlantic,15.43,36.22,10
2019,Sep,Pacific,5.33,32.35,50
2023,Nov,Indian,11.92,36.67,10
2018,Feb,Indian,7.8,33.7,200
2020,Mar,Atlantic,8.33,34.97,10
2023,May,Indian,0.43,33.41,100
2021,May,Indian,24.82,34.84,200
2023,Aug,Indian,0.85,32.16,10
2019,Jul,Atlantic,23.0,35.24,50
2018,Mar,Atlantic,5.07,30.57,10
2021,May,Atlantic,28.02,33.0,50
2022,Aug,Pacific,24.16,36.9,200
2018,May,Indian,3.47,32.54,200
2019,Feb,Pacific,24.11,35.04,200
2018,Oct,Pacific,10.75,36.93,100
2022,Feb,Pacific,27.42,31.81,50
2022,Jan,Indian,15.26,36.97,10
2018,Jun,Indian,21.99,36.92,10
2021,Jan,Atlantic,0.67,35.24,0
2023,Aug,Atlantic,1.67,34.73,10
2021,Jan,Pacific,0.03,35.35,200
2022,Aug,Pacific,0.97,34.38,10
2020,Jun,Indian,16.57,36.51,200
2020,Sep,Pacific,23.51,31.16,200
2021,Mar,Pacific,1.56,33.88,10
2020,Jul,Atlantic,8.2,31.28,100
2021,Feb,Atlantic,13.82,31.56,50
2019,May,Atlantic,15.2,36.65,0
2021,Dec,Indian,19.95,31.91,10
2019,Jan,Pacific,2.22,36.42,0
2023,May,Indian,23.02,36.07,10
2022,Aug,Atlantic,4.43,30.79,200
2020,Oct,Pacific,12.41,36.13,10
2023,Mar,Atlantic,8.51,31.7,10
2023,Jun,Pacific,14.78,36.77,200
2022,Apr,Atlantic,6.26,36.84,200
2018,Aug,Indian,21.43,34.95,10
2018,Feb,Indian,18.39,31.98,100
2023,May,Pacific,18.89,31.55,100
2023,Jun,Atlantic,21.57,35.74,0
2022,Nov,Atlantic,6.34,31.28,200
2021,Aug,Atlantic,17.0,32.63,0
2021,Feb,Indian,16.74,31.48,100
2020,Sep,Pacific,19.7,30.78,0
2022,Jul,Pacific,23.43,32.77,10
2018,Oct,Atlantic,27.0,36.61,100
2022,Apr,Atlantic,3.65,33.34,100
2022,Oct,Atlantic,3.57,33.59,10
2020,Feb,Pacific,3.42,36.25,0
2021,Aug,Pacific,26.76,36.21,0
2023,Feb,Indian,10.34,36.78,200
2018,Feb,Pacific,20.02,34.09,200
2020,Sep,Pacific,10.97,30.32,100
2018,Apr,Indian,14.28,30.86,100
2018,Jul,Pacific,18.65,33.99,100
2021,Oct,Pacific,12.68,31.21,0
2023,Apr,Atlantic,2.72,35.33,200
2023,May,Indian,17.32,33.05,0
2021,Jan,Atlantic,26.56,33.22,10
2020,Oct,Indian,15.42,30.35,10
2019,Jan,Indian,27.25,31.99,50
2020,Oct,Pacific,17.39,33.57,10
2020,Oct,Atlantic,20.13,32.12,100
2019,Mar,Indian,9.45,35.47,100
2018,Jun,Indian,12.53,31.07,50
2022,Dec,Indian,18.23,31.63,0
2019,Jan,Indian,23.85,33.07,200
2022,Dec,Pacific,21.54,31.86,100
2018,Dec,Pacific,19.67,34.98,50
2019,Apr,Indian,28.51,36.07,50
2021,Sep,Atlantic,1.34,36.62,10
2020,Feb,Atlantic,26.76,31.5,10
2019,Feb,Indian,12.84,35.32,200
2019,Feb,Indian,5.41,36.75,200
2018,Oct,Pacific,3.24,33.47,100
2021,Oct,Atlantic,29.41,34.61,200
2019,Jul,Atlantic,28.67,36.45,10
2021,Jul,Atlantic,29.66,32.69,0
2022,Jun,Pacific,18.02,35.96,0
2019,Feb,Indian,15.16,35.96,10
2021,May,Pacific,20.2,30.35,100
2020,Jun,Indian,9.9,30.16,0
2018,Jun,Atlantic,9.37,30.04,100
2023,Oct,Indian,16.74,32.3,10
2021,Jun,Atlantic,26.05,34.82,0
2018,Jun,Indian,28.84,31.52,200
2023,Jan,Indian,10.29,35.29,50
2019,Dec,Indian,26.97,36.8,0
2019,Apr,Pacific,3.9,33.91,10
2022,Jan,Atlantic,4.16,34.21,10
2018,Dec,Pacific,28.63,33.26,10
2020,Mar,Indian,28.0,34.63,0
2020,Dec,Atlantic,3.56,32.61,100
2021,Nov,Atlantic,27.38,31.31,200
2020,Nov,Pacific,14.47,34.44,200
2023,Nov,Atlantic,25.13,32.95,50
2018,Nov,Atlantic,8.76,32.15,0
2019,Feb,Indian,21.17,33.59,10
2018,Feb,Indian,26.37,36.57,0
2018,Jun,Indian,23.96,32.5,0
2019,Jan,Pacific,10.61,30.65,0
2023,Apr,Pacific,2.46,31.72,200
2018,Sep,Indian,25.55,31.44,0
2020,Mar,Indian,11.23,34.23,100
2021,Aug,Indian,17.94,31.49,100
2021,Sep,Pacific,0.45,36.59,10
2018,Feb,Indian,29.06,32.28,0
2023,May,Atlantic,4.12,33.43,100
2019,Jun,Pacific,19.44,35.6,200
2022,May,Indian,24.25,35.52,200
2023,Jun,Indian,3.26,36.65,10
2018,May,Indian,17.13,34.71,100
2018,Jul,Pacific,28.87,36.94,0
2022,May,Pacific,27.28,32.14,50
2021,May,Atlantic,8.21,31.25,50
2023,Dec,Pacific,28.84,30.55,200
2021,Jul,Pacific,28.92,35.36,100
2022,Mar,Indian,13.65,30.84,50
2019,Oct,Atlantic,4.7,35.01,0
2018,Jul,Atlantic,1.98,36.2,100
2020,Aug,Atlantic,13.5,35.58,200
2021,May,Indian,16.13,34.16,100
2021,Apr,Pacific,7.78,36.61,200
2023,Feb,Atlantic,0.1,35.76,200
2021,May,Atlantic,4.08,30.37,10
2019,Jun,Atlantic,7.23,32.64,200
2022,Nov,Atlantic,9.38,30.98,200
2019,Sep,Indian,12.48,32.57,100
2021,Jun,Pacific,21.53,34.99,10
2023,Jun,Atlantic,23.49,31.05,0
2018,Jun,Pacific,10.51,35.4,50
2021,Aug,Pacific,27.61,32.48,0
2018,Jun,Indian,5.27,33.4,50
2023,Nov,Indian,9.68,32.35,50
2018,Nov,Atlantic,4.25,36.82,100
2021,Jan,Atlantic,20.17,32.48,50
2021,Jan,Atlantic,6.56,31.43,0
2018,Oct,Indian,20.43,32.83,10
2019,Dec,Indian,1.23,35.07,50
2019,Feb,Pacific,6.22,33.65,0
2023,Jan,Pacific,14.46,33.22,0
2019,Mar,Pacific,23.29,32.12,10
2020,Mar,Indian,4.76,36.02,200
2018,Apr,Indian,6.41,30.86,10
2020,Jun,Indian,18.29,34.36,100
2020,Oct,Indian,24.49,34.66,10
2018,Jul,Indian,16.84,30.62,10
2020,Sep,Atlantic,18.47,32.16,50
2023,Aug,Pacific,29.41,36.35,10
2023,Jun,Atlantic,23.82,32.57,50
2018,Sep,Pacific,13.77,34.86,100
2022,Apr,Atlantic,2.6,31.73,0
2022,Nov,Atlantic,26.47,35.03,100
2018,Jun,Indian,24.3,36.5,200
2018,Jul,Indian,12.82,30.36,10
2018,Feb,Indian,24.04,36.12,200
2019,Dec,Atlantic,21.83,33.15,0
2018,Jan,Atlantic,5.98,31.31,50
2023,Oct,Indian,5.27,31.66,200
2023,Aug,Indian,23.45,30.74,10
2021,Aug,Atlantic,16.81,31.95,200
2022,Nov,Atlantic,13.38,33.29,50
2022,Jul,Indian,11.1,31.12,0
2018,Sep,Pacific,21.57,31.54,200
2022,Sep,Pacific,12.1,30.29,200
2018,Dec,Pacific,0.36,30.99,100
2018,Mar,Atlantic,9.38,34.71,50
2022,Jan,Pacific,27.16,35.53,0
2022,Sep,Pacific,11.07,36.26,50
2021,Jan,Indian,1.22,34.47,50
2020,Dec,Indian,21.9,36.42,0
2021,Jan,Pacific,8.27,32.86,200
2021,Dec,Pacific,1.76,35.98,10
2022,May,Indian,23.96,31.28,0
2023,Feb,Pacific,0.19,32.37,50
2021,Feb,Indian,4.79,34.65,50
2023,May,Indian,5.94,35.1,200
2022,Jul,Atlantic,20.66,31.33,100
2019,Jun,Indian,3.36,34.54,200
2018,May,Indian,21.15,35.9,200
2020,Mar,Atlantic,9.51,32.27,50
2023,Sep,Atlantic,15.38,35.98,10
2019,Aug,Atlantic,24.49,31.53,10
2023,Nov,Atlantic,13.26,36.02,100
2018,Mar,Atlantic,4.61,36.79,100
2018,Jul,Pacific,4.1,33.73,50
2020,Mar,Atlantic,11.54,36.09,10
2021,Nov,Indian,4.63,34.14,100
2018,Jun,Indian,18.92,36.41,0
2020,Mar,Atlantic,17.89,33.47,0
2023,Aug,Pacific,21.35,34.1,0
2023,Mar,Pacific,18.12,31.59,50
2023,May,Indian,10.77,30.57,0
2023,Mar,Indian,17.9,36.18,0
2023,Aug,Indian,25.94,35.14,0
2022,Oct,Pacific,1.26,34.11,0
2018,Sep,Pacific,2.76,32.25,50
2018,Jun,Pacific,29.35,30.68,200
2021,Oct,Pacific,23.04,35.45,100
2021,Apr,Pacific,2.17,32.37,200
2022,Oct,Atlantic,28.2,30.83,50
2018,Apr,Atlantic,28.27,32.2,0
2021,May,Pacific,20.34,33.99,10
2020,Dec,Pacific,27.57,34.63,0
2023,Nov,Pacific,10.25,32.25,10
2023,Mar,Pacific,12.12,35.77,50
2018,Nov,Pacific,13.23,34.94,50
2023,Apr,Atlantic,27.47,32.45,10
2023,Dec,Atlantic,28.23,36.36,100
2020,Apr,Pacific,17.86,30.01,0
2019,Jan,Atlantic,27.17,36.2,100
2022,Jan,Indian,25.69,34.65,50
2021,Sep,Atlantic,12.73,34.68,0
2019,Mar,Indian,21.08,35.2,200
2021,May,Indian,5.53,31.82,100
2019,Feb,Pacific,4.46,34.87,50
2023,Jan,Indian,20.37,32.13,0
2021,Jul,Pacific,13.08,31.77,50
2022,Oct,Atlantic,20.89,32.05,0
2018,Sep,Atlantic,23.83,31.43,10
2020,Apr,Indian,12.58,35.44,200
2019,Apr,Atlantic,28.54,36.73,10
2020,Mar,Atlantic,27.45,30.54,50
2020,Mar,Pacific,2.92,33.75,10
2021,Feb,Indian,4.06,34.93,100
2018,Mar,Indian,3.96,31.98,200
2021,May,Pacific,15.85,32.27,0
2020,Aug,Indian,14.09,31.33,50
2023,Aug,Indian,26.51,32.38,50
2022,May,Atlantic,11.07,33.36,0
2018,Nov,Pacific,13.68,30.79,100
2018,Jan,Indian,26.39,31.02,100
2023,Oct,Pacific,16.57,31.9,50
2020,Feb,Indian,18.02,31.25,10
2021,Aug,Indian,3.53,36.72,50
2023,Oct,Pacific,0.94,30.18,10
2022,Sep,Pacific,23.66,31.63,200
2019,Nov,Pacific,8.68,32.47,100
2021,Jul,Pacific,15.04,35.27,200
2018,Sep,Pacific,25.41,32.49,100
2023,Dec,Atlantic,12.16,33.66,50
2021,Sep,Pacific,27.95,30.33,0
2019,Nov,Indian,20.27,32.27,200
2022,Jun,Indian,1.8,35.37,50
2023,Jun,Indian,3.67,35.26,100
2022,Jul,Atlantic,24.4,32.88,50
2019,Jan,Pacific,29.74,35.37,200
2019,Nov,Atlantic,5.04,32.93,50
2020,Sep,Atlantic,16.68,32.48,50
2018,Jan,Indian,12.83,31.19,0
2020,Aug,Indian,10.75,31.9,10
2021,Oct,Indian,22.04,33.54,50
2019,Feb,Indian,0.53,34.95,10
2020,Oct,Indian,20.47,30.53,100
2018,Nov,Atlantic,3.7,36.54,50
2018,Jul,Pacific,11.87,31.51,0
2019,May,Indian,11.5,30.62,0
2023,Aug,Pacific,9.58,31.64,10
2020,Nov,Atlantic,28.57,33.15,200
2022,Oct,Indian,19.55,34.2,100
2019,Jul,Pacific,11.83,33.97,100
2021,Aug,Pacific,3.52,34.3,100
2020,Feb,Indian,3.06,30.98,10
2020,Oct,Atlantic,20.93,35.24,50
2019,Nov,Indian,5.15,33.15,50
2023,Sep,Atlantic,20.53,32.58,10
2020,Dec,Atlantic,28.69,35.74,10
2020,Jun,Atlantic,22.27,36.99,0
2021,Nov,Pacific,13.68,32.19,100
2023,Jun,Indian,19.62,34.51,0
2021,Jun,Pacific,4.27,35.47,10
2022,Jan,Atlantic,11.92,31.35,50
2021,Jul,Pacific,16.02,32.23,50
2022,Feb,Pacific,9.97,32.59,50
2021,Feb,Atlantic,16.95,35.51,200
2022,May,Atlantic,4.96,36.62,10
2023,Jun,Pacific,23.65,36.82,10
2021,Jan,Atlantic,11.06,35.93,10
2021,Dec,Atlantic,6.66,34.0,100
2019,Jan,Atlantic,14.84,30.45,0
2021,Jan,Indian,18.09,34.4,10
2022,Jul,Pacific,15.17,34.81,0
2019,Dec,Pacific,1.97,35.17,50
2022,Jan,Indian,9.98,33.97,100
2021,Sep,Pacific,6.39,34.53,50
2021,Mar,Pacific,23.97,31.21,100
2022,Dec,Atlantic,28.95,30.46,10
2023,Oct,Indian,20.04,31.15,10
2023,Feb,Pacific,27.79,30.06,200
2023,Jun,Pacific,24.3,36.45,10
2020,Feb,Indian,1.64,32.17,200
2019,May,Pacific,24.98,34.52,0
2019,May,Pacific,21.25,35.81,0
2023,Sep,Atlantic,7.5,31.26,100
2021,Dec,Indian,9.64,31.49,0
2019,Apr,Atlantic,22.83,30.92,10
2022,Aug,Atlantic,27.91,36.83,50
2021,Jul,Indian,6.27,35.06,50
2019,Jul,Pacific,23.09,34.96,0
2018,Jan,Indian,22.15,34.33,200
2019,Jun,Pacific,23.56,36.34,50
2023,Jun,Pacific,14.94,30.3,0
2022,Oct,Indian,1.11,34.54,0
2019,Aug,Atlantic,4.01,32.5,10
2020,Jun,Atlantic,12.71,35.91,200
2023,Aug,Indian,21.67,30.16,50
2020,Jun,Indian,24.91,32.85,0
2021,Aug,Pacific,23.76,30.73,50
2020,May,Atlantic,20.87,35.24,10
2022,Sep,Indian,24.78,35.22,10
2018,Dec,Pacific,17.09,34.38,0
2018,Apr,Indian,0.04,32.69,0
2021,Jun,Pacific,18.94,35.86,100
2021,Nov,Atlantic,25.92,32.35,100
2020,Feb,Indian,15.06,34.68,0
2022,Mar,Indian,18.67,35.54,200
2020,Apr,Indian,26.19,31.6,50
2022,Mar,Atlantic,26.75,30.95,0
2022,Dec,Pacific,22.09,31.75,0
2018,Jul,Atlantic,7.83,33.22,50
2022,Sep,Indian,2.74,30.16,10
2019,Jun,Atlantic,8.39,32.81,0
2022,Mar,Pacific,29.35,30.66,10
2018,Sep,Atlantic,15.15,32.53,50
2023,Jan,Indian,24.15,36.0,200
2020,May,Indian,7.72,33.02,200
2022,Nov,Indian,25.59,34.52,0
2019,Nov,Indian,9.36,33.87,200
2021,Oct,Pacific,29.15,30.78,50
2020,Oct,Atlantic,17.27,32.18,50
2021,May,Pacific,26.55,36.85,200
2019,Feb,Atlantic,0.04,36.49,100
2018,May,Indian,10.19,34.4,0
2023,Jan,Atlantic,11.54,31.14,100
2018,Jan,Atlantic,19.8,36.2,50
2023,Nov,Indian,16.25,33.73,50
2020,Apr,Indian,20.31,32.83,0
2022,Jun,Indian,13.01,32.0,0
2022,Nov,Atlantic,7.85,31.61,50
2021,Feb,Indian,28.44,36.5,100
2018,May,Pacific,6.3,32.94,200
2022,Nov,Atlantic,25.26,30.35,50
2023,Oct,Indian,27.01,35.97,200
2022,May,Pacific,8.22,31.48,100
2018,Mar,Atlantic,17.49,33.04,0
2018,Apr,Pacific,22.15,34.14,100
2019,Nov,Atlantic,26.26,34.59,0
2021,Feb,Indian,24.99,36.89,50
2018,Jul,Pacific,24.52,31.56,200
2019,Mar,Indian,2.09,32.07,50
2018,Jun,Atlantic,29.31,34.61,50
2020,Sep,Atlantic,15.66,33.03,50
2023,Jul,Pacific,9.27,32.75,50
2023,Apr,Indian,5.86,34.96,10
2020,Feb,Atlantic,28.83,33.0,200
2020,Dec,Indian,1.75,33.39,100
2018,Jul,Indian,27.9,30.55,50
2022,Aug,Indian,6.44,33.48,10
2022,Mar,Pacific,29.29,34.94,100
2020,Nov,Indian,1.22,30.64,200
2021,Jul,Pacific,3.97,30.27,50
2023,Jan,Atlantic,0.33,35.08,100
2019,Nov,Indian,0.39,30.73,100
2020,Aug,Pacific,27.76,32.06,100
2023,Jul,Pacific,22.99,34.57,200
2019,Jun,Pacific,26.87,35.95,100
2019,Nov,Pacific,0.89,32.6,10
2020,Mar,Pacific,1.97,35.04,50
2022,Apr,Pacific,29.81,34.27,100
2021,Aug,Pacific,14.72,34.18,50
2023,Jan,Indian,4.06,30.9,10
2020,Feb,Pacific,13.36,32.23,200
2019,Jan,Atlantic,3.14,30.21,100
2023,Apr,Atlantic,29.44,34.01,10
2018,Jun,Pacific,21.55,33.58,0
2018,May,Atlantic,5.95,34.66,50
2023,Jun,Atlantic,16.85,30.79,50
2023,Feb,Atlantic,21.73,36.35,50
2019,May,Atlantic,22.19,36.03,0
2020,Jan,Indian,9.02,34.73,10
2022,Jun,Pacific,2.28,31.54,0
2020,Apr,Pacific,26.4,34.38,10
2021,Dec,Indian,27.93,36.55,10
2023,Oct,Indian,16.28,33.1,50
2018,Sep,Pacific,25.94,32.15,100
2019,Dec,Atlantic,16.22,34.15,100
2022,Mar,Indian,7.84,30.16,100
2020,Mar,Atlantic,19.73,36.22,50
2021,Sep,Indian,16.98,32.4,100
2020,Apr,Atlantic,27.19,36.67,0
2021,Jul,Indian,28.25,36.58,200
2020,Oct,Indian,13.18,30.36,10
2022,Feb,Indian,5.2,36.59,100
2022,Jan,Atlantic,23.6,34.45,0
2019,Oct,Indian,7.0,34.96,0
2022,Jan,Pacific,17.5,36.42,200
2021,Jun,Pacific,20.06,32.07,200
2019,Apr,Atlantic,25.47,33.32,200
2022,Feb,Indian,6.22,32.04,50
2018,Jul,Indian,25.05,31.57,50
2021,Aug,Pacific,15.33,36.61,0
2019,Jul,Atlantic,15.93,31.78,200
2021,Oct,Pacific,28.08,31.26,200
2019,Sep,Atlantic,11.43,33.2,200
2021,Jan,Pacific,0.89,36.93,200
2018,Oct,Atlantic,7.96,30.52,50
2022,Jun,Indian,23.0,35.77,10
2020,Aug,Indian,25.5,32.3,50
2020,Sep,Atlantic,15.09,33.06,0
2020,Nov,Atlantic,14.01,35.13,100
2019,Aug,Atlantic,10.61,32.9,10
2022,Jun,Atlantic,24.87,31.61,50
2023,Aug,Atlantic,12.47,36.4,0
2019,Aug,Pacific,7.42,36.0,0
2019,Jan,Atlantic,21.73,31.67,100
2019,Aug,Indian,15.52,34.27,0
2023,Jul,Atlantic,2.36,36.62,10
2019,Aug,Indian,20.38,31.08,200
2022,Aug,Indian,12.33,31.19,100
2020,Dec,Pacific,25.59,30.93,50
2021,Oct,Indian,28.32,31.84,10
2019,Nov,Atlantic,28.96,32.25,0
2022,Oct,Indian,29.67,30.13,0
2018,Jun,Pacific,25.69,36.12,0
2021,Sep,Atlantic,10.97,34.44,10
2019,Mar,Indian,7.72,34.91,10
2019,Oct,Atlantic,6.08,35.22,100
2021,Jan,Indian,22.17,30.44,100
2021,Sep,Atlantic,19.22,36.83,10
2019,Oct,Pacific,17.29,30.62,50
2022,Oct,Pacific,12.37,31.01,100
2018,Feb,Indian,23.11,35.68,100
2022,Mar,Pacific,12.17,33.79,50
2023,Nov,Indian,13.45,35.09,100
2020,Apr,Pacific,10.07,32.57,100
2020,Aug,Indian,14.06,30.56,10
2020,Nov,Atlantic,3.69,33.76,100
2019,Sep,Indian,27.54,30.35,100
2018,Mar,Indian,22.54,30.52,100
2018,Feb,Indian,16.87,30.64,0
2023,Feb,Atlantic,25.97,31.67,50
2019,Nov,Pacific,4.24,30.69,100
2019,Sep,Pacific,4.05,35.25,50
2019,Dec,Atlantic,23.15,34.97,100
2018,Aug,Pacific,11.4,32.91,0
2019,Feb,Atlantic,23.39,36.43,200
2021,Aug,Pacific,23.89,30.55,10
2021,Apr,Indian,27.44,33.53,0
2021,Jun,Indian,9.51,36.82,0
2019,May,Indian,1.56,31.16,100
2021,May,Atlantic,14.51,32.67,50
2023,Oct,Atlantic,2.47,32.77,10
2019,Oct,Pacific,15.47,32.28,100
2023,Jul,Atlantic,26.09,30.83,10
2021,Aug,Pacific,16.08,31.67,0
2019,May,Indian,5.59,32.81,10
2022,Apr,Pacific,6.78,33.7,10
2020,Feb,Pacific,26.09,35.34,200
2022,May,Indian,25.36,33.6,100
2020,Aug,Indian,13.9,32.58,10
2020,Jan,Atlantic,22.87,30.91,50
2021,Jun,Pacific,0.49,36.76,0
2020,Feb,Atlantic,25.97,32.83,0
2020,Feb,Pacific,5.9,36.38,100
2022,Aug,Pacific,7.11,30.42,200
2020,Jun,Indian,16.25,36.14,100
2019,Jun,Indian,13.91,30.15,0
2023,Jun,Pacific,4.26,32.81,200
2023,Sep,Atlantic,21.0,30.62,0
2019,Mar,Atlantic,17.32,34.2,50
2021,Feb,Pacific,27.23,32.56,100
2022,May,Indian,28.95,35.92,0
2018,Jun,Pacific,11.75,32.02,10
2023,Sep,Indian,11.5,36.83,100
2022,Sep,Indian,25.61,35.0,0
2023,Feb,Pacific,3.57,32.15,10
2018,Sep,Pacific,1.05,35.53,200
2020,Sep,Atlantic,0.52,35.74,100
2018,Jun,Indian,28.59,30.37,50
2020,Jan,Indian,13.2,30.07,100
2023,Nov,Pacific,19.25,35.5,10
2022,Aug,Atlantic,4.08,36.22,100
2022,Aug,Atlantic,1.24,30.4,200
2021,Aug,Pacific,26.59,35.62,10
2023,Aug,Indian,22.19,33.1,10
2021,Oct,Indian,22.68,35.67,50
2023,May,Atlantic,13.98,30.39,50
2020,Feb,Atlantic,18.77,31.88,50
2023,Sep,Indian,18.65,32.03,200
2023,Dec,Atlantic,29.66,32.47,100
2020,Nov,Pacific,14.07,32.79,0
2019,Jun,Indian,11.84,30.13,10
2019,Mar,Atlantic,21.29,31.77,200
2023,Jan,Atlantic,20.59,34.55,50
2019,Dec,Indian,17.99,32.23,200
2022,May,Atlantic,11.72,30.87,200
2023,Apr,Atlantic,13.33,32.85,50
2018,Apr,Pacific,7.42,34.64,100
2020,Sep,Atlantic,7.03,36.4,200
2021,Jun,Atlantic,25.85,32.35,200
2020,Aug,Pacific,6.54,32.08,200
2023,Sep,Indian,25.39,36.42,200
2018,Jan,Pacific,5.36,36.8,50
2020,Jul,Pacific,16.3,31.97,0
2021,Jul,Atlantic,14.28,36.24,50
2021,Sep,Indian,22.94,32.73,10
2018,Jan,Pacific,26.61,34.46,0
2021,Feb,Atlantic,7.62,36.42,10
2022,Jun,Atlantic,13.65,30.08,50
2021,Apr,Atlantic,5.44,31.56,50
2018,May,Indian,10.27,35.83,0
2018,May,Atlantic,7.44,35.75,0
2020,Oct,Atlantic,28.99,30.58,0
2021,Jan,Atlantic,13.1,33.85,0
2021,Jan,Indian,8.09,32.01,100
2023,Jul,Pacific,3.13,33.73,50
2023,Mar,Atlantic,10.45,34.24,0
2018,May,Indian,27.03,30.39,200
2023,Aug,Pacific,21.3,30.36,10
2020,May,Indian,4.18,34.8,10
2020,Oct,Pacific,0.38,32.33,50
2022,Sep,Pacific,18.15,35.82,0
2022,Apr,Indian,28.75,31.67,200
2018,Jul,Indian,8.52,33.18,100
2020,Aug,Indian,11.37,32.3,200
2020,Jul,Atlantic,24.56,34.24,10
2022,Apr,Pacific,11.29,32.9,50
2023,Aug,Indian,16.12,36.1,100
2022,Oct,Indian,1.0,33.03,10
2018,Nov,Atlantic,20.39,34.07,200
2020,Oct,Pacific,0.51,35.75,100
2018,Oct,Pacific,11.08,34.35,200
2022,Apr,Indian,2.53,34.38,10
2021,Oct,Pacific,1.46,34.92,200
2022,Dec,Atlantic,0.14,32.7,200
2020,Aug,Indian,0.63,30.14,10
2018,Aug,Atlantic,17.66,34.49,200
2023,Apr,Indian,0.59,31.33,10
2023,May,Pacific,2.23,33.01,200
2020,May,Indian,12.33,36.71,50
2022,May,Indian,12.21,36.95,50
2022,Mar,Atlantic,7.88,32.67,100
2019,Feb,Atlantic,19.93,31.02,0
2022,Jan,Pacific,2.01,32.72,200
2020,Nov,Atlantic,8.61,32.48,200
2018,Mar,Indian,20.85,36.05,100
2018,Sep,Atlantic,3.18,31.8,100
2019,Jul,Atlantic,21.32,35.25,0
2023,Feb,Indian,0.48,31.67,200
2020,Nov,Pacific,21.06,33.46,200
2022,Aug,Pacific,23.6,30.7,0
2021,Nov,Atlantic,20.9,33.77,100
2018,Aug,Indian,22.77,34.67,200
2020,Jul,Pacific,24.83,32.65,200
2019,Dec,Atlantic,14.1,33.71,0
2021,Nov,Pacific,10.99,34.29,100
2023,Jun,Pacific,19.87,34.49,10
2020,Feb,Atlantic,17.42,33.06,100
2022,Apr,Indian,21.28,35.7,10
2023,Jan,Indian,24.47,34.39,100
2018,Jul,Pacific,1.06,32.08,0
2022,Nov,Atlantic,17.87,32.91,50
2019,Feb,Indian,17.58,30.43,50
2018,Jun,Pacific,22.45,36.16,0
2021,Sep,Indian,27.03,36.22,50
2018,May,Atlantic,6.88,34.44,0
2022,May,Pacific,26.88,31.13,10
2023,Apr,Pacific,22.6,33.71,0
2020,Jan,Pacific,7.33,31.3,50
2020,Apr,Indian,19.8,35.12,100
2020,Sep,Indian,20.21,36.13,100
2019,Sep,Indian,9.81,32.72,0
2019,Jul,Indian,11.33,31.04,10
2020,Apr,Atlantic,2.62,36.98,50
2021,Sep,Pacific,15.79,30.66,100
2022,May,Pacific,29.37,32.39,0
2021,Dec,Atlantic,1.71,35.09,200
2020,Dec,Atlantic,18.3,33.24,100
2022,Oct,Pacific,0.6,34.82,100
2019,Feb,Indian,1.33,32.27,200
2018,Sep,Indian,17.53,35.97,200
2018,Jun,Pacific,21.04,35.31,200
2022,May,Pacific,18.34,36.8,50
2021,Nov,Atlantic,15.06,31.64,200
2022,Oct,Atlantic,23.09,30.99,200
2021,Dec,Pacific,5.11,36.44,0
2023,Aug,Atlantic,27.81,35.66,200
2021,Feb,Indian,21.43,34.01,10
2018,May,Pacific,23.33,34.0,50
2019,Oct,Indian,1.41,31.36,50
2020,Aug,Atlantic,17.15,35.61,100
2019,Apr,Atlantic,15.23,30.14,0
2020,Oct,Atlantic,25.5,30.49,200
2023,Oct,Pacific,23.77,34.92,0
2018,Nov,Indian,9.76,32.23,10
2020,Sep,Pacific,4.29,36.56,50
